-4,3.06693333333333
-2,3.472
0,4.69333333333333
2,11.3066666666667
4,12.8
6,12.8
8,23.9496
10,31.3632
12,34.848
14,44.2368
16,49.152
18,64.528
20,66.1912
22,77.872
24,77.872
26,88.7744
28,102.432
30,102.432
